exercise_id,exercise_name,aliases,primary_muscle,secondary_muscles,muscle_group,equipment,category,movement_pattern,exercise_type,mechanics,force,difficulty,unilateral,bodyweight,default_sets,default_rep_range,tracking_type,parent_exercise,search_keywords,notes
ex-0426-suspension-trainer-plank,Suspension Trainer Plank,,Transverse Abdominis,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Anti-Extension,Core,Isolation,Static,Intermediate,false,false,3,30-60 sec,time,Plank,abs core trunk,
ex-0427-suspension-trainer-reverse-crunch,Suspension Trainer Reverse Crunch,,Lower Abdominals,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Spinal Flexion,Core,Isolation,Other,Intermediate,false,false,3,10-20,reps,Reverse Crunch,abs core trunk,
ex-0428-suspension-trainer-russian-twist,Suspension Trainer Russian Twist,,Obliques,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Rotation,Core,Isolation,Other,Intermediate,false,false,3,10-20,reps,Russian Twist,abs core trunk,
ex-0429-suspension-trainer-side-plank,Suspension Trainer Side Plank,,Obliques,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Anti-Lateral Flexion,Core,Isolation,Static,Intermediate,true,false,3,30-60 sec,time,Side Plank,abs core trunk,
ex-0430-suspension-trainer-sit-up,Suspension Trainer Sit-Up,,Rectus Abdominis,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Spinal Flexion,Core,Isolation,Other,Intermediate,false,false,3,10-20,reps,Sit-Up,abs core trunk,
ex-0431-suspension-trainer-v-up,Suspension Trainer V-Up,,Rectus Abdominis,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Spinal Flexion,Core,Isolation,Other,Intermediate,false,false,3,10-20,reps,V-Up,abs core trunk,
ex-0432-suspension-trainer-windshield-wiper,Suspension Trainer Windshield Wiper,,Obliques,Hip Flexors|Obliques|Lower Back,Core,Suspension Trainer,Core,Core Rotation,Core,Isolation,Other,Advanced,false,false,3,10-20,reps,Windshield Wiper,abs core trunk,
ex-0433-toes-to-bar,Toes-to-Bar,,Lower Abdominals,Hip Flexors|Obliques|Lower Back,Core,Pull-Up Bar,Core,Core Hip Flexion,Core,Isolation,Other,Advanced,false,true,3,10-20,reps,Toes-to-Bar,abs core trunk,
ex-0434-v-up,V-Up,,Rectus Abdominis,Hip Flexors|Obliques|Lower Back,Core,Bodyweight,Core,Core Spinal Flexion,Core,Isolation,Other,Intermediate,false,true,3,10-20,reps,V-Up,abs core trunk,
ex-0435-windshield-wiper,Windshield Wiper,,Obliques,Hip Flexors|Obliques|Lower Back,Core,Bodyweight,Core,Core Rotation,Core,Isolation,Other,Advanced,false,true,3,10-20,reps,Windshield Wiper,abs core trunk,
ex-0436-barbell-reverse-wrist-curl,Barbell Reverse Wrist Curl,,Forearms,Grip|Core,Forearms,Barbell,Strength,Wrist Extension,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0437-barbell-wrist-curl,Barbell Wrist Curl,,Forearms,Grip|Core,Forearms,Barbell,Strength,Wrist Flexion,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0438-cable-wrist-curl,Cable Wrist Curl,,Forearms,Grip|Core,Forearms,Cable,Strength,Wrist Flexion,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0439-dead-hang,Dead Hang,,Forearms,Grip|Core,Forearms,Pull-Up Bar,Strength,Grip,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0440-dumbbell-reverse-wrist-curl,Dumbbell Reverse Wrist Curl,,Forearms,Grip|Core,Forearms,Dumbbells,Strength,Wrist Extension,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0441-dumbbell-wrist-curl,Dumbbell Wrist Curl,,Forearms,Grip|Core,Forearms,Dumbbells,Strength,Wrist Flexion,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0442-farmer-carry,Farmer Carry,,Forearms,Grip|Core,Forearms,Dumbbells,Strength,Carry,Resistance,Compound,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0443-fat-grip-hold,Fat-Grip Hold,,Forearms,Grip|Core,Forearms,Barbell,Strength,Grip,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0444-plate-pinch,Plate Pinch,,Forearms,Grip|Core,Forearms,Weight Plates,Strength,Grip,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0445-suitcase-carry,Suitcase Carry,,Forearms,Grip|Core,Forearms,Dumbbell,Strength,Carry,Resistance,Compound,Pull,Intermediate,true,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0446-towel-hang,Towel Hang,,Forearms,Grip|Core,Forearms,Pull-Up Bar|Towel,Strength,Grip,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0447-trap-bar-carry,Trap Bar Carry,,Forearms,Grip|Core,Forearms,Trap Bar,Strength,Carry,Resistance,Compound,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0448-wrist-roller,Wrist Roller,,Forearms,Grip|Core,Forearms,Wrist Roller,Strength,Grip,Resistance,Isolation,Pull,Intermediate,false,false,3,30-60 sec,time,Grip Training,forearm grip,
ex-0449-agility-ladder-drill,Agility Ladder Drill,,Full Body,Core|Legs|Shoulders,Full Body,Agility Ladder,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0450-atlas-stone-lift,Atlas Stone Lift,,Full Body,Core|Legs|Shoulders,Full Body,Atlas Stone,Functional,Locomotion,Conditioning,Compound,Other,Advanced,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0451-backward-sled-drag,Backward Sled Drag,,Full Body,Core|Legs|Shoulders,Full Body,Sled,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0452-battle-rope-alternating-wave,Battle Rope Alternating Wave,,Full Body,Core|Legs|Shoulders,Full Body,Battle Ropes,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0453-battle-rope-slam,Battle Rope Slam,,Full Body,Core|Legs|Shoulders,Full Body,Battle Ropes,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0454-bear-crawl,Bear Crawl,,Full Body,Core|Legs|Shoulders,Full Body,Bodyweight,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,true,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0455-box-jump,Box Jump,,Full Body,Core|Legs|Shoulders,Full Body,Plyo Box,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0456-broad-jump,Broad Jump,,Full Body,Core|Legs|Shoulders,Full Body,Bodyweight,Functional,Power,Conditioning,Compound,Other,Intermediate,false,true,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0457-burpee,Burpee,,Full Body,Core|Legs|Shoulders,Full Body,Bodyweight,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,true,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0458-burpee-box-jump,Burpee Box Jump,,Full Body,Core|Legs|Shoulders,Full Body,Plyo Box,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0459-clean,Clean,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Clean,olympic weightlifting explosive,
ex-0460-clean-high-pull,Clean High Pull,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Pull,olympic weightlifting explosive,
ex-0461-clean-pull,Clean Pull,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Pull,olympic weightlifting explosive,
ex-0462-clean-and-jerk,Clean and Jerk,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Jerk,olympic weightlifting explosive,
ex-0463-crab-walk,Crab Walk,,Full Body,Core|Legs|Shoulders,Full Body,Bodyweight,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,true,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0464-depth-jump,Depth Jump,,Full Body,Core|Legs|Shoulders,Full Body,Plyo Box,Functional,Power,Conditioning,Compound,Other,Advanced,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0465-farmer-walk,Farmer Walk,,Full Body,Core|Legs|Shoulders,Full Body,Dumbbells,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0466-hang-clean,Hang Clean,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Clean,olympic weightlifting explosive,
ex-0467-hang-snatch,Hang Snatch,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Snatch,olympic weightlifting explosive,
ex-0468-kettlebell-clean,Kettlebell Clean,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0469-kettlebell-clean-and-press,Kettlebell Clean and Press,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0470-kettlebell-farmer-carry,Kettlebell Farmer Carry,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,30-60 sec,time,Kettlebell Exercise,kettlebell kb functional,
ex-0471-kettlebell-figure-eight,Kettlebell Figure Eight,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0472-kettlebell-front-rack-carry,Kettlebell Front Rack Carry,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,30-60 sec,time,Kettlebell Exercise,kettlebell kb functional,
ex-0473-kettlebell-front-squat,Kettlebell Front Squat,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0474-kettlebell-halo,Kettlebell Halo,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0475-kettlebell-high-pull,Kettlebell High Pull,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0476-kettlebell-overhead-carry,Kettlebell Overhead Carry,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,false,false,3,30-60 sec,time,Kettlebell Exercise,kettlebell kb functional,
ex-0477-kettlebell-snatch,Kettlebell Snatch,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Advanced,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0478-kettlebell-turkish-get-up,Kettlebell Turkish Get-Up,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Advanced,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0479-kettlebell-windmill,Kettlebell Windmill,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Advanced,false,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0480-lateral-sled-drag,Lateral Sled Drag,,Full Body,Core|Legs|Shoulders,Full Body,Sled,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,true,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0481-medicine-ball-slam,Medicine Ball Slam,,Full Body,Core|Legs|Shoulders,Full Body,Medicine Ball,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0482-muscle-snatch,Muscle Snatch,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Snatch,olympic weightlifting explosive,
ex-0483-power-clean,Power Clean,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Clean,olympic weightlifting explosive,
ex-0484-power-jerk,Power Jerk,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Jerk,olympic weightlifting explosive,
ex-0485-power-snatch,Power Snatch,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Snatch,olympic weightlifting explosive,
ex-0486-prowler-sprint,Prowler Sprint,,Full Body,Core|Legs|Shoulders,Full Body,Sled,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0487-push-jerk,Push Jerk,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Jerk,olympic weightlifting explosive,
ex-0488-rotational-medicine-ball-throw,Rotational Medicine Ball Throw,,Full Body,Core|Legs|Shoulders,Full Body,Medicine Ball,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0489-sandbag-carry,Sandbag Carry,,Full Body,Core|Legs|Shoulders,Full Body,Sandbag,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0490-sandbag-clean,Sandbag Clean,,Full Body,Core|Legs|Shoulders,Full Body,Sandbag,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0491-sandbag-squat,Sandbag Squat,,Full Body,Core|Legs|Shoulders,Full Body,Sandbag,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0492-sandbag-to-shoulder,Sandbag to Shoulder,,Full Body,Core|Legs|Shoulders,Full Body,Sandbag,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0493-single-arm-kettlebell-swing,Single-Arm Kettlebell Swing,,Full Body,Glutes|Hamstrings|Core|Shoulders,Full Body,Kettlebell,Kettlebell,Functional,Resistance,Compound,Other,Intermediate,true,false,3,6-15,reps,Kettlebell Exercise,kettlebell kb functional,
ex-0494-sled-pull,Sled Pull,,Full Body,Core|Legs|Shoulders,Full Body,Sled,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0495-sled-push,Sled Push,,Full Body,Core|Legs|Shoulders,Full Body,Sled,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0496-snatch,Snatch,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Snatch,olympic weightlifting explosive,
ex-0497-snatch-high-pull,Snatch High Pull,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Pull,olympic weightlifting explosive,
ex-0498-snatch-pull,Snatch Pull,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Pull,Advanced,false,false,4,1-5,reps,Pull,olympic weightlifting explosive,
ex-0499-split-jerk,Split Jerk,,Full Body,Quadriceps|Glutes|Hamstrings|Traps|Shoulders,Full Body,Barbell,Olympic Weightlifting,Olympic Lift,Power,Compound,Push,Advanced,false,false,4,1-5,reps,Jerk,olympic weightlifting explosive,
ex-0500-tire-flip,Tire Flip,,Full Body,Core|Legs|Shoulders,Full Body,Tire,Functional,Power,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0501-wall-ball,Wall Ball,,Full Body,Core|Legs|Shoulders,Full Body,Medicine Ball,Functional,Locomotion,Conditioning,Compound,Other,Intermediate,false,false,3,6-15,reps,Functional Training,functional conditioning strongman,
ex-0502-yoke-carry,Yoke Carry,,Full Body,Core|Legs|Shoulders,Full Body,Yoke,Functional,Locomotion,Conditioning,Compound,Other,Advanced,false,false,3,20-60 sec,time,Functional Training,functional conditioning strongman,
ex-0503-1-5-rep-hip-thrust,1.5-Rep Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Advanced,false,true,3,5-10,reps,Hip Thrust,glute bridge hip thrust advanced variation,
ex-0504-barbell-glute-bridge,Barbell Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Barbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Glute Bridge,glute bridge hip thrust,
ex-0505-barbell-hip-thrust,Barbell Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Barbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Hip Thrust,glute bridge hip thrust,
ex-0506-dumbbell-glute-bridge,Dumbbell Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Dumbbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Glute Bridge,glute bridge hip thrust,
ex-0507-dumbbell-hip-thrust,Dumbbell Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Dumbbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Hip Thrust,glute bridge hip thrust,
ex-0508-eccentric-hip-thrust,Eccentric Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Advanced,false,true,3,5-10,reps,Hip Thrust,glute bridge hip thrust advanced variation,
ex-0509-glute-bridge,Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Beginner,false,true,3,8-15,reps,Glute Bridge,glute bridge hip thrust,
ex-0510-hip-thrust,Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Beginner,false,true,3,8-15,reps,Hip Thrust,glute bridge hip thrust,
ex-0511-machine-glute-bridge,Machine Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Glute Bridge,glute bridge hip thrust,
ex-0512-machine-hip-thrust,Machine Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Hip Thrust,glute bridge hip thrust,
ex-0513-paused-hip-thrust,Paused Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Advanced,false,true,3,5-10,reps,Hip Thrust,glute bridge hip thrust advanced variation,
ex-0514-single-leg-barbell-glute-bridge,Single-Leg Barbell Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Barbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Glute Bridge,unilateral glute,
ex-0515-single-leg-barbell-hip-thrust,Single-Leg Barbell Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Barbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Hip Thrust,unilateral glute,
ex-0516-single-leg-dumbbell-glute-bridge,Single-Leg Dumbbell Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Dumbbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Glute Bridge,unilateral glute,
ex-0517-single-leg-dumbbell-hip-thrust,Single-Leg Dumbbell Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Dumbbell,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Hip Thrust,unilateral glute,
ex-0518-single-leg-glute-bridge,Single-Leg Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Intermediate,true,true,3,8-15 each side,reps,Glute Bridge,unilateral glute,
ex-0519-single-leg-hip-thrust,Single-Leg Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Intermediate,true,true,3,8-15 each side,reps,Hip Thrust,unilateral glute,
ex-0520-single-leg-machine-glute-bridge,Single-Leg Machine Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Glute Bridge,unilateral glute,
ex-0521-single-leg-machine-hip-thrust,Single-Leg Machine Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Hip Thrust,unilateral glute,
ex-0522-single-leg-smith-machine-glute-bridge,Single-Leg Smith Machine Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Smith Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Glute Bridge,unilateral glute,
ex-0523-single-leg-smith-machine-hip-thrust,Single-Leg Smith Machine Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Smith Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,true,false,3,8-15 each side,reps,Hip Thrust,unilateral glute,
ex-0524-smith-machine-glute-bridge,Smith Machine Glute Bridge,,Glutes,Hamstrings|Core,Glutes,Smith Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Glute Bridge,glute bridge hip thrust,
ex-0525-smith-machine-hip-thrust,Smith Machine Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Smith Machine,Strength,Hip Extension,Resistance,Compound,Push,Intermediate,false,false,3,8-15,reps,Hip Thrust,glute bridge hip thrust,
ex-0526-tempo-hip-thrust,Tempo Hip Thrust,,Glutes,Hamstrings|Core,Glutes,Bodyweight,Bodyweight,Hip Extension,Calisthenics,Compound,Push,Advanced,false,true,3,5-10,reps,Hip Thrust,glute bridge hip thrust advanced variation,
ex-0527-1-5-rep-back-squat,1.5-Rep Back Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Back Squat,squat legs quads advanced variation,
ex-0528-1-5-rep-bulgarian-split-squat,1.5-Rep Bulgarian Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Bodyweight,Bodyweight,Lunge,Calisthenics,Compound,Push,Advanced,true,true,3,5-10,reps,Bulgarian Split Squat,single leg unilateral lunge advanced variation,
ex-0529-1-5-rep-front-squat,1.5-Rep Front Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Front Squat,squat legs quads advanced variation,
ex-0530-1-5-rep-leg-press,1.5-Rep Leg Press,,Quadriceps,Glutes|Hamstrings|Core,Legs,Machine,Strength,Squat,Resistance,Compound,Push,Advanced,false,false,3,5-10,reps,Leg Press,squat legs quads advanced variation,
ex-0531-anderson-squat,Anderson Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Advanced,false,false,3,5-12,reps,Squat,squat legs quads,
ex-0532-back-squat,Back Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Squat,Resistance,Compound,Push,Intermediate,false,false,3,5-12,reps,Squat,squat legs quads,
ex-0533-barbell-bulgarian-split-squat,Barbell Bulgarian Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Bulgarian Split Squat,single leg unilateral lunge,
ex-0534-barbell-curtsy-lunge,Barbell Curtsy Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Curtsy Lunge,single leg unilateral lunge,
ex-0535-barbell-forward-lunge,Barbell Forward Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Forward Lunge,single leg unilateral lunge,
ex-0536-barbell-lateral-lunge,Barbell Lateral Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Lateral Lunge,single leg unilateral lunge,
ex-0537-barbell-lateral-step-up,Barbell Lateral Step-Up,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Lateral Step-Up,single leg unilateral lunge,
ex-0538-barbell-reverse-lunge,Barbell Reverse Lunge,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Reverse Lunge,single leg unilateral lunge,
ex-0539-barbell-split-squat,Barbell Split Squat,,Quadriceps,Glutes|Hamstrings|Core,Legs,Barbell,Strength,Lunge,Resistance,Compound,Push,Intermediate,true,false,3,8-12 each side,reps,Split Squat,single leg unilateral lunge,
